MAH organisation name,Product Authorisation country
PFIZER HELLAS A.E.,Malta
ACCORD HEALTHCARE S.L.U.,Cyprus
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
FRESENIUS KABI NORGE AS,Norway
ACCORD HEALTHCARE B.V.,Norway
ACCORD HEALTHCARE S.L.U.,Spain
ACCORD HEALTHCARE FRANCE S.A.S.,France
EBEWE PHARMA GES.M.B.H. NFG.KG,Czechia
EBEWE PHARMA GES.M.B.H. NFG.KG,Austria
PFIZER HELLAS A.E.,Cyprus
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Sweden
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Sweden
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Sweden
FRESENIUS KABI NEDERLAND B.V.,Netherlands
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
HOSPIRA UK LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Slovakia
ACCORD HEALTHCARE S.L.U.,Spain
ACCORD HEALTHCARE B.V.,Lithuania
ACCORD HEALTHCARE B.V.,Lithuania
STADAPHARM GMBH,Germany
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Bulgaria
ACCORD HEALTHCARE B.V.,Denmark
ACCORD HEALTHCARE B.V.,Finland
ACCORD HEALTHCARE B.V.,Finland
ACCORD HEALTHCARE B.V.,Finland
PFIZER,Luxembourg
PFIZER,Luxembourg
PFIZER,Luxembourg
PFIZER,Luxembourg
PFIZER HEALTHCARE IRELAND,Ireland
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Poland
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Poland
PFIZER HELLAS A.E.,Greece
ACCORD HEALTHCARE B.V.,Austria
ACCORD HEALTHCARE B.V.,Austria
PFIZER CROATIA D.O.O.,Croatia
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Czechia
ACCORD HEALTHCARE S.L.U.,Portugal
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Bulgaria
PFIZER APS,Iceland
PFIZER LUXEMBOURG S.Ã€.R.L.,Slovenia
PFIZER HOLDING FRANCE,France
PFIZER HOLDING FRANCE,France
ACCORD HEALTHCARE B.V.,Lithuania
ACCORD HEALTHCARE B.V.,Latvia
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Romania
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Romania
ACCORD HEALTHCARE B.V.,Norway
ACCORD HEALTHCARE B.V.,Germany
ACCORD HEALTHCARE S.L.U.,Portugal
ACCORD HEALTHCARE S.L.U.,Portugal
PFIZER HOLDING FRANCE,France
PFIZER HOLDING FRANCE,France
PFIZER B.V.,Netherlands
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
FRESENIUS KABI HUNGARY KFT.,Hungary
FRESENIUS KABI HUNGARY KFT.,Hungary
FRESENIUS KABI HUNGARY KFT.,Hungary
FRESENIUS KABI HUNGARY KFT.,Hungary
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
STADA ARZNEIMITTEL AG,Sweden
ACCORD HEALTHCARE B.V.,Estonia
ACCORD HEALTHCARE B.V.,Latvia
PFIZER HEALTHCARE IRELAND,Ireland
EBEWE PHARMA GES.M.B.H. NFG.KG,Austria
SANDOZ,France
SANDOZ,France
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Portugal
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Portugal
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
PFIZER ITALIA S.R.L.,Italy
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Bulgaria
FRESENIUS KABI ROMANIA S.R.L.,Romania
FRESENIUS KABI ROMANIA S.R.L.,Romania
FRESENIUS KABI ROMANIA S.R.L.,Romania
FRESENIUS KABI ROMANIA S.R.L.,Romania
ACCORD HEALTHCARE B.V.,Netherlands
ACCORD HEALTHCARE B.V.,Lithuania
ACCORD HEALTHCARE B.V.,Lithuania
ACCORD HEALTHCARE B.V.,Lithuania
ACCORD HEALTHCARE FRANCE S.A.S.,France
SANDOZ,France
SANDOZ,France
ACCORD HEALTHCARE B.V.,Denmark
FRESENIUS KABI S.R.O.,Slovakia
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
PFIZER EUROPE MA EEIG,Estonia
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
FRESENIUS KABI AB,Denmark
ACCORD HEALTHCARE B.V.,Finland
ACCORD HEALTHCARE B.V.,Austria
PFIZER S.L.,Spain
ACCORD HEALTHCARE FRANCE S.A.S.,France
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Slovakia
ACCORD HEALTHCARE B.V.,Sweden
ACCORD HEALTHCARE B.V.,Estonia
HOSPIRA UK LIMITED,United Kingdom (Northern Ireland)
PFIZER HOLDING FRANCE,France
PFIZER HOLDING FRANCE,France
FRESENIUS KABI ITALIA S.R.L.,Malta
FRESENIUS KABI ITALIA S.R.L.,Malta
FRESENIUS KABI ITALIA S.R.L.,Malta
FRESENIUS KABI LIMITED,United Kingdom (Northern Ireland)
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
VENUS PHARMA GMBH,United Kingdom (Northern Ireland)
EUGIA PHARMA (MALTA) LIMITED,France
PFIZER S.L.,Spain
ACCORD HEALTHCARE S.L.U.,Cyprus
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE B.V.,Belgium
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Bulgaria
AENORASIS S.A.,Greece
PFIZER HOLDING FRANCE,France
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Netherlands
TEVA ITALIA S.R.L.,Italy
VIANEX S.A.,Greece
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE S.L.U.,Greece
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE S.L.U.,Spain
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Italy
FRESENIUS KABI FRANCE,France
FRESENIUS KABI FRANCE,France
FRESENIUS KABI FRANCE,France
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Netherlands
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Czechia
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Austria
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Austria
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Poland
PRASFARMA S.L.,Spain
ACCORD HEALTHCARE S.L.U.,Spain
SANDOZ PHARMACEUTICALS D.D.,Estonia
ACCORD HEALTHCARE B.V.,Germany
ACCORD HEALTHCARE B.V.,Germany
ACCORD HEALTHCARE B.V.,Latvia
SANDOZ PHARMACEUTICALS D.D.,Slovakia
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Italy
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Poland
FRESENIUS KABI FRANCE,France
FRESENIUS KABI FRANCE,France
FRESENIUS KABI FRANCE,France
ACCORD HEALTHCARE B.V.,Germany
AENORASIS S.A.,Greece
VIPHARM GMBH,Germany
LABORATORIOS AZEVEDOS INDUSTRIA FARMACEUTICA S.A.,Portugal
TEVA B.V.,Ireland
ELI LILLY ITALIA S.P.A.,Italy
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Germany
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Germany
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Hungary
ACCORD HEALTHCARE S.L.U.,Portugal
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Romania
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Austria
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Austria
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Austria
FRESENIUS KABI PHARMA PORTUGAL LDA.,Portugal
FRESENIUS KABI PHARMA PORTUGAL LDA.,Portugal
FRESENIUS KABI PHARMA PORTUGAL LDA.,Portugal
FRESENIUS KABI POLSKA SP. Z O.O.,Estonia
RATIOPHARM GMBH,Netherlands
EBEWE PHARMA GES.M.B.H. NFG.KG,Bulgaria
HOSPIRA BENELUX,Luxembourg
HOSPIRA BENELUX,Luxembourg
HOSPIRA BENELUX,Luxembourg
HOSPIRA BENELUX,Luxembourg
ACCORD HEALTHCARE LIMITED,Slovakia
FRESENIUS KABI PHARMA PORTUGAL LDA.,Portugal
FRESENIUS KABI PHARMA PORTUGAL LDA.,Portugal
FRESENIUS KABI PHARMA PORTUGAL LDA.,Portugal
FRESENIUS KABI PHARMA PORTUGAL LDA.,Portugal
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Poland
ACCORD HEALTHCARE B.V.,Latvia
ACCORD HEALTHCARE S.L.U.,Greece
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Slovakia
ACCORD HEALTHCARE B.V.,Denmark
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Czechia
STADA ARZNEIMITTEL AG,Romania
STADA ARZNEIMITTEL AG,Romania
STADA ARZNEIMITTEL AG,Romania
STADA ARZNEIMITTEL AG,Romania
FRESENIUS KABI AB,Denmark
ARITI S.A. PHARMACEUTICAL AND MEDICAL PRODUCTS,Greece
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Romania
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Netherlands
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Slovakia
FRESENIUS KABI DEUTSCHLAND GMBH,Ireland
ACCORD HEALTHCARE B.V.,Austria
ACCORD HEALTHCARE B.V.,Denmark
ADOH B.V.,Portugal
VENUS PHARMA GMBH,Germany
PHARMACHEMIE B.V.,Netherlands
KOANAA HEALTHCARE GMBH,Austria
SANDOZ S.P.A.,Italy
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Finland
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Finland
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Finland
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Finland
ACCORD HEALTHCARE B.V.,Sweden
FRESENIUS KABI S.R.O.,Slovakia
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Slovenia
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Romania
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Romania
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Croatia
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Portugal
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Portugal
PFIZER HELLAS A.E.,Malta
SANDOZ B.V.,Netherlands
ACTAVIS GROUP PTC EHF.,Iceland
DEMO S.A. PHARMACEUTICAL INDUSTRY,Greece
FRESENIUS KABI POLSKA SP. Z O.O.,Latvia
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
FRESENIUS KABI,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
HOSPIRA BENELUX,Belgium
FRESENIUS KABI ROMANIA S.R.L.,Romania
FRESENIUS KABI ROMANIA S.R.L.,Romania
FRESENIUS KABI ROMANIA S.R.L.,Romania
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
AUROBINDO,Belgium
KOANAA HEALTHCARE GMBH,Spain
FRESENIUS KABI DEUTSCHLAND GMBH,Ireland
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
EUGIA PHARMA (MALTA) LIMITED,Spain
AXIONOVO GMBH,Germany
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Poland
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Bulgaria
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
KOANAA HEALTHCARE GMBH,Spain
ACCORD HEALTHCARE B.V.,Norway
PRASFARMA S.L.,Spain
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
PFIZER S.L.,Spain
ACCORD HEALTHCARE S.L.U.,Greece
PHARMASERVE LILLY S.A.C.I.,Greece
WILLIAMS & HALLS EHF.,Iceland
ACCORD HEALTHCARE B.V.,Lithuania
ACCORD HEALTHCARE B.V.,Lithuania
ACCORD HEALTHCARE B.V.,Lithuania
LABORATORIOS AZEVEDOS INDUSTRIA FARMACEUTICA S.A.,Portugal
ACCORD HEALTHCARE B.V.,Netherlands
ACCORD HEALTHCARE B.V.,Netherlands
ACCORD HEALTHCARE B.V.,Netherlands
ACCORD HEALTHCARE B.V.,Netherlands
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Czechia
ACCORD HEALTHCARE FRANCE S.A.S.,France
KELIX BIO (MALTA) LIMITED,Germany
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
TEVA B.V.,Slovenia
TEVA B.V.,Slovenia
TEVA B.V.,Slovenia
TEVA B.V.,Slovenia
TEVA B.V.,Slovenia
TEVA B.V.,Slovenia
EUGIA PHARMA (MALTA) LIMITED,Netherlands
FRESENIUS KABI NORGE AS,Norway
ACCORD HEALTHCARE IRELAND LIMITED,Ireland
ACCORD HEALTHCARE LIMITED,Slovakia
ARITI S.A. PHARMACEUTICAL AND MEDICAL PRODUCTS,Greece
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Bulgaria
ACCORD HEALTHCARE POLSKA SP. Z O.O.,Slovenia
ACCORD HEALTHCARE S.L.U.,Portugal
ACCORD HEALTHCARE B.V.,Finland
ACCORD HEALTHCARE B.V.,Finland
ACCORD HEALTHCARE B.V.,Finland
ACCORD HEALTHCARE B.V.,Finland
ACCORD HEALTHCARE B.V.,Latvia
ACCORD HEALTHCARE B.V.,Germany
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Portugal
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Portugal
VIANEX S.A.,Greece
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Spain
VENUS PHARMA GMBH,Portugal
FRESENIUS KABI NEDERLAND B.V.,Netherlands
MYLAN,France
FRESENIUS KABI AB,Sweden
ACCORD HEALTHCARE B.V.,Norway
PFIZER HOLDING FRANCE,France
EBEWE PHARMA GES.M.B.H. NFG.KG,Poland
ACCORD HEALTHCARE S.L.U.,Italy
ACCORD HEALTHCARE S.L.U.,Portugal
VENUS PHARMA GMBH,Germany
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Netherlands
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Netherlands
VIPHARM GMBH,Germany
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Netherlands
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Netherlands
BENDALIS GMBH,Germany
EBEWE PHARMA GES.M.B.H. NFG.KG,Austria
LILLY FRANCE,France
SANDOZ,France
SANDOZ,France
ACCORD HEALTHCARE LIMITED,United Kingdom (Northern Ireland)
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
HOSPIRA UK LIMITED,United Kingdom (Northern Ireland)
ACCORD HEALTHCARE S.L.U.,Cyprus
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Belgium
TEVA B.V.,Croatia
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Spain
TEVA GMBH,Germany
FRESENIUS KABI POLSKA SP. Z O.O.,Poland
SUN PHARMACEUTICALS GERMANY GMBH,Germany
PHARMA RESOURCES GMBH,Germany
PHARMA RESOURCES GMBH,Germany
PHARMA RESOURCES GMBH,Germany
PHARMA RESOURCES GMBH,Germany
VIANEX S.A.,Greece
ACCORD HEALTHCARE S.L.U.,Cyprus
ACCORD HEALTHCARE B.V.,Norway
ACCORD HEALTHCARE FRANCE S.A.S.,France
SANDOZ D.O.O.,Croatia
VIANEX S.A.,Cyprus
STADA ARZNEIMITTEL AG,Denmark
SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,Netherlands
ACCORD HEALTHCARE S.L.U.,Portugal
FRESENIUS KABI DEUTSCHLAND GMBH,Germany
ACCORD HEALTHCARE S.L.U.,Spain
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Italy
HIKMA FARMACEUTICA (PORTUGAL) S.A.,Italy
VIANEX S.A.,Malta
